id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
3612,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Sports,Puma Men's Deccan Chargers It Grows on You Grey T-shirt
40262,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Scullers Men White & Blue Check Shirt
5985,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Highlander Men Green Black Checked Slim Fit Shirt
4857,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,Nike Men Arsenal Red Jersey
12619,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Probase Men Printed Grey Tshirts
18323,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Wills Lifestyle Men Check Green Shirt
23962,Men,Apparel,Topwear,Jackets,Grey,Fall,2011.0,Casual,Provogue Men Grey Sleeveless Jacket
48453,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,French Connection Men White Printed T-shirt
9774,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,ADIDAS Men Co Graphic White Tshirts
17159,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Blue Shirt
9546,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Sports,Nike Men As Elite Ultimate Ss Training Purple T-Shirts
44890,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Puma Men Navy Blue Polo T-shirt
24149,Men,Apparel,Topwear,Tshirts,Blue,Spring,2012.0,Casual,ADIDAS Men Blue T-shirt
4259,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Inkfruit Men's Uni Grey T-shirt
18575,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Puma Men Ghetto Halftone White T-shirt
6956,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,s.Oliver Men White Shirt
41986,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Boys Around The World Navy Blue T-shirt
41388,Women,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Wrangler Women Pink Shirt
26874,Women,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Jealous 21 Women Printed Green T-shirt
9310,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,Indian Terrain Men Riley Maroon T-shirt
19695,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,United Colors of Benetton Men Check Navy Blue Shirt
26048,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,John Miller Men Grey Shirt
13955,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Printed White Tshirts
7870,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Proline Men Purple Polo T-shirt
19453,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Quiksilver Men Purple Printed T-shirt
31239,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Reisen Polo Red T-shirt
8004,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Fila Men's Round Neck Black Grey T-shirt
20179,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Wrangler Men Rodeo Green Shirt
14942,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Status Quo Men Stripes Black Tshirts
16629,Men,Apparel,Topwear,Tshirts,Black,Summer,2016.0,Casual,Facit Men Black Printed T-shirt
26880,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Jealous 21 Women Printed White T-shirt
5971,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Locomotive Men Blue Black Grey Checked Shirt
37798,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,John Players Men Striped White Shirt
28542,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Nike Men Bold Striped Grey T-shirt
9780,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,ADIDAS Men Grey Polo Tshirts
3088,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Probase Men's Dreams Future Grey T-shirt
44864,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Puma Men Blue & White T-shirt
14728,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Ed Hardy Men Dog Print Brown Tshirts
33936,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,ADIDAS Men Clima White T-shirt
35460,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Doodle Boys Printed Green T-shirt
13390,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,United Colors of Benetton Men Check Blue Shirts
30112,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Flying Machine Men Check Blue Shirt
26077,Men,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Formal,John Miller Men Check Pink Shirt
12242,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Genesis Men White Shirt
40265,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Scullers Men Purple T-shirt
32477,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Proline Men White T-shirt
40057,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,ADIDAS Men Blue Printed T-shirt
38971,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Arrow New York Men Grey T-shirt
17502,Men,Apparel,Topwear,Tshirts,Mustard,Fall,2011.0,Casual,Classic Polo Men Stripes Yellow Polo T-Shirt
6155,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Lee Men's March Burnt Orange T-shirt
30320,Men,Apparel,Topwear,Tshirts,Teal,Summer,2012.0,Casual,Myntra Men Teal T-shirt
6969,Women,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,s.Oliver Women's Green Blouse Shirt
3427,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Men's I Have Healing Hand Black T-shirt
10343,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Solid Blue Tshirts
11291,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2016.0,Casual,Wrangler Men Blue Millard Jeans
21404,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Locomotive Men Printed White T-shirt
29669,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Indigo Nation Men Printed White Shirt
17166,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Maroon Shirt
18912,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Levis Men Classics Formula One Red Shirt
16286,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Peter England Men Printed Green TShirt
6703,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,UCB Women's Epaulettes On Sleeve White T-shirt
23161,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Mark Taylor Men Navy Blue Printed T-shirt
3271,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Guerrilla Men's Poison Blood Red T-shirt
12626,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Probase Men Printed Navy Blue Tshirts
43084,Women,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Sports,Nike Women Green T-shirt
24344,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,ADIDAS Men Blue T-shirt
4868,Men,Apparel,Topwear,Tshirts,Orange,Summer,2016.0,Casual,Levis Kids Boy's Darby Orange Polo Tshirt
37753,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,John Players Men Stripes Blue Shirt
5186,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Dark Knight Men's Joker Color Splash Black T-shirt
4054,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Men's Hard Work Never Killed Anyone Black T-shirt
37595,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Madagascar3 Boys Printed Blue T-Shirt
4292,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Tantra Men's Shanti Black T-shirt
19834,Men,Apparel,Topwear,Shirts,Blue,Winter,2012.0,Casual,U.S. Polo Assn. Men Blue Checked Shirt
17192,Men,Apparel,Topwear,Shirts,Maroon,Winter,2016.0,Casual,U.S. Polo Assn. Men Stripes Maroon Shirt
19008,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Originals Women Graphic Black Tshirt
42390,Women,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Flying Machine Women Grey T-shirt
31662,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Indigo Nation Men Printed Teal Shirt
2165,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Probase Men Check Blue Shirt
16272,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Levis Men Red & White Striped Shirt
23195,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Highlander Men Green Striped Shirt
31450,Men,Apparel,Topwear,Tshirts,Blue,Summer,2013.0,Sports,Nike Men Blue Sleeveless T-Shirt
3285,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Guerrilla Men's Move It Move On Green T-shirt
33307,Boys,Apparel,Bottomwear,Jeans,Grey,Summer,2012.0,Casual,Gini and Jony Boys Washed Grey Jeans
10185,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Indigo Nation Men Price catch White Shirts
11057,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Check Purple Shirt
5172,Women,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Inkfruit Women's Innocence Carrot Orange T-shirt
16616,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Probase Men Stripes Green Shirt
27151,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Mark Taylor Men Striped Blue Shirt
28925,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Mr. Men Printed Blue T-shirt
8209,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Locomotive Men Stripe Lann Grey T-Shirts
26083,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Formal,John Miller Men Striped Yellow Shirt
11433,Women,Apparel,Topwear,Sweaters,Mauve,Fall,2011.0,Casual,United Colors of Benetton Women Light Winter Mauve Vest
20374,Women,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Urban Yoga Women Printed Black Tshirt
5516,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Probase Men's Crack Print Crew Challenger White T-shirt
33551,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Wrangler Men Atlanta Dark Base Striped Blue Shirt
39857,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Gini And Jony Boys Printed Yellow T-Shirt
20146,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Urban Navy Blue Shirt
38985,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Comics Red T-shirt
22611,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Sports,Nike Men Green Jersey
16424,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Levi's Men Printed Blue  Tshirts
8807,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Scullers Men Scul Black & Green Check Shirt
13156,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Puma Men Jersey Green Polo Tshirts
6721,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Locomotive Men's Fateeion White T-shirt
42174,Men,Apparel,Topwear,Tshirts,Blue,Summer,2017.0,Casual,Status Quo Men Blue T-shirt
11081,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirts
5998,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Highlander Men Blue Red Plaid Checked Shirt
37771,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,John Players Men Gingham Yellow Shirt
10361,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,United Colors of Benetton Men Graphic Printed Purple Tshirts
4244,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Probase Men's Against All Odds Navy T-shirt
21426,Women,Apparel,Topwear,Tshirts,Pink,Winter,2012.0,Casual,Roxy Women Pink T-shirt
37543,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Madagascar3 Infant Boys Lemon Yellow T-Shirt
18930,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Levi's Men Graphic Print Red Tshirt
6513,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,UCB Women's Basic Neck Light Pink T-shirt
28799,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Men Blue Jeans
3061,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Tantra Men's E BO Yellow T-shirt
33587,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Wrangler Men Pixelate Poster Purple T-shirt
40075,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,ADIDAS Men Black Jersey
32455,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,ADIDAS Men Polo White T-shirt
38953,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Boys Pack of 2 T-shirts
20190,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Wrangler Men Broad Blue T-shirt
46382,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,ADIDAS Men Blue Printed T-shirt
6177,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Lee Men's Cosmos Blue Lapis T-shirt
9903,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Ep Skinny Low Waist Fit Blue Jeans
12052,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Spykar Men White Polo T-Shirts
26267,Men,Apparel,Topwear,Tshirts,Purple,Summer,2013.0,Casual,Proline Men Purple Polo T-Shirt
30302,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Evil Minds Off White T-shirt
7297,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Jimi Hendrix Men's Jimi Experience Brown Melange T-shirt
26869,Women,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Jealous 21 Women Printed Green T-shirt
12260,Men,Apparel,Topwear,Shirts,Blue,Winter,2011.0,Formal,Genesis Blue Striped Formal Shirt
26055,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,John Miller Men Check Blue Shirt
29821,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Basics Men Green Checked Shirt
27187,Men,Apparel,Topwear,Tshirts,Brown,Summer,2012.0,Casual,Mark Taylor Men Printed Brown T-shirt
41395,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Wrangler Men Navy & Red Checked Slim Fit Casual Shirt
15045,Boys,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,ADIDAS Kids Boys Printed Black Tshirts
4412,Men,Apparel,Topwear,Tshirts,Black,Summer,2017.0,Casual,Pink Floyd Black Original Dark Side Black T-shirt
20958,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,s.Oliver Men Solid Grey Tshirt
40081,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Sports,ADIDAS Men White & Green T-shirt
20164,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Easter Navy Blue Shirt
36001,Boys,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Ben 10 Boys Crew Orange T-shirt
15283,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Ed Hardy Men Eagle Print Blue Tshirts
16406,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,Levis Men Check Maroon Shirts
8825,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Spykar Men Ranger Blue-White Stripes Shirts
7051,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,s.Oliver Men Green White Check Shirt
46376,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,ADIDAS Men Black Shirt
6183,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Lee Men's Striper Grey Orange T-shirt
13948,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Washed Blue Jeans
26293,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Proline Men Blue Striped Polo T-shirt
16634,Men,Apparel,Topwear,Tshirts,Green,Summer,2016.0,Casual,Facit Men Smart Green Tshirt
22401,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Mark Taylor Men Striped White Shirt
31016,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,Arrow Men Striped White & Green Shirt
27173,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Mark Taylor Men Striped Grey Shirt
13346,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Women Washed Blue Jeans
41361,Men,Apparel,Bottomwear,Jeans,Navy Blue,Spring,2013.0,Casual,Wrangler Men Navy Blue Floyd Jeans
11411,Men,Apparel,Topwear,Shirts,Olive,Fall,2011.0,Casual,United Colors of Benetton Men Olive Shirts
34100,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Doodle Boys Printed Blue T-shirt
7607,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Nike Men's FCB Core Black SS T-shirt
16250,Women,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,United Colors of Benetton Women Check Navy Blue Shirts
11075,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,Scullers Men Stripes Blue Sweaters
4082,Men,Apparel,Topwear,Tshirts,Beige,Summer,2011.0,Casual,Inkfruit Men's Avast Ye Beige T-shirt
5150,Women,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Wrangler Women's Rhythm Graphic Coral Red T-shirt
37785,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,John Players Men Gingham Blue Shirt
14507,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,ADIDAS Men Solid Black Jerseys
44879,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black Polo neck T-shirt
52120,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Doodle Boys white Printed T-Shirt
14735,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Arrow Men Stripes White Shirts
34332,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Myntra Men Purple T-shirt
7435,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Proline Men Red & Navy Checked Polo T-shirt
13510,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Chimp Men Say Cheese Green Tshirts
2147,Men,Apparel,Topwear,Tshirts,Orange,Spring,2011.0,Casual,Basics Men Orange Striped Polo T-shirt
31640,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Indigo Nation Men Check Blue Shirt
3095,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Probase Men's Freestyler Red T-shirt
14994,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,ADIDAS Men Check Black Sweaters
15846,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Lee Grey Stripes Casual T-Shirts
29022,Men,Apparel,Topwear,Tshirts,White,Fall,2012.0,Casual,ADIDAS Men Aess Crew White T-shirt
6974,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,s.Oliver Men White Stripe Blue Shirt
38150,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Wildcraft Women Purple T-shirt
29674,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Indigo Nation Navy Blue Shirt
3862,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Wrangler Men's Authentic Embro Orange T-shirt
45960,Women,Apparel,Topwear,Tshirts,Red,Fall,2012.0,Casual,Tokyo Talkies Women Red T-shirt
4875,Men,Apparel,Topwear,Tshirts,Red,Summer,2016.0,Casual,Levis Kids Boy's Davis White Polo Tshirt
9756,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,Classic Polo Men Ikon Maroon Polo Tshirts
2944,Men,Apparel,Topwear,Tshirts,White,Fall,2015.0,Casual,DUSG Men's Gorilla Organic Natural T-shirt
19829,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,U.S. Polo Assn. Men Check Brown Shirt
9590,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Indigo Nation Men cotton White Shirts
19015,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,ADIDAS Originals Women G Trf Graph Pink T-Shirt
11278,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Wrangler Men Celebrate Indigo Green Tshirts
39412,Men,Apparel,Topwear,Shirts,Orange,Summer,2014.0,Casual,U.S. Polo Assn. Orange Tailored Fit Striped Casual Shirt
44846,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black Ducati Graphic T-shirt
37588,Girls,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Madagascar3 Infant Girls Pink  T-Shirt
4881,Men,Apparel,Topwear,Tshirts,White,Summer,2016.0,Casual,Levis Kids Boy's Dustin White Black Kidswear
5953,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Locomotive Men Plaid Black Checked Shirt
28560,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Men Neon Black T-shirt
23188,Men,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,Highlander Men Purple Check Shirt
14960,Men,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Casual,Status Quo Men Printed Blue Jackets
20369,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,United Colors of Benetton Men Check Red Shirt
19643,Women,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Solid Grey Sweater
31029,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Arrow New York Men Green Slim Fit Shirt
16439,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Levi's Men Printed Red Tshirts
6980,Men,Apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,s.Oliver Men Grey White Check Shirt
39076,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Arrow Sport Men Navy Blue Check Slim Fit Shirt
11240,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Women Low Rise Blue Jeans
52127,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Doodle Boys Yellow Printed T-Shirt
14732,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Arrow Men Stripes Blue Shirts
34335,Men,Apparel,Topwear,Tshirts,Lavender,Summer,2012.0,Casual,Myntra Men Lavender Printed T-shirt
30795,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,Fabindia Men Striped Yellow Shirt
2140,Men,Apparel,Topwear,Tshirts,White,Spring,2011.0,Casual,Basics Men White T-shirt
13517,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Chimp Men Draculla & Sons Yellow Tshirts
28558,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Nike Men Blow up White T-shirt
43055,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Nike Men White FFF Football T-shirt
11072,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Check Black Shirts
33322,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Arrow New York Men Navy Blue Check Slim Fit Shirt
4085,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Inkfruit Men's Dark Poison White T-shirt
5157,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Inkfruit Men's Yes We Can Black T-shirt
37782,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,John Players Men White & Yellow Striped Shirt
22406,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Mark Taylor Men Purple Striped Shirt
16633,Men,Apparel,Topwear,Tshirts,Green,Summer,2016.0,Casual,Facit Men Green Printed T-shirt
27174,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Mark Taylor Men Striped Blue Shirt
14958,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Status Quo Men Printed Black Tshirts
20351,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans
33574,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Wrangler Men Get Your Edge Back White T-shirt
20163,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Wrangler Men Easter Bright Purple Shirt
41968,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys United White T-shirt
16401,Men,Apparel,Topwear,Shirts,Charcoal,Fall,2011.0,Casual,Levis Men Check Charcoal Shirts
26294,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Proline Men Blue Striped Polo T-shirt
19449,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Quiksilver Men White Striped T-shirt
7290,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,DC Comics Men Justice Lea Red Melange T-shirt
17715,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,Reid & Taylor Men Check Brown Shirt
29826,Men,Apparel,Topwear,Shirts,Maroon,Summer,2012.0,Casual,Basics Men Maroon Checked Shirt
12267,Men,Apparel,Topwear,Shirts,Blue,Winter,2011.0,Formal,Genesis Blue Formal Shirt
41392,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Wrangler Men Blue & White Check Shirt
4415,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Marvel Comics Men's The Incredible Face Distresse Black T-shirt
15042,Unisex,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,ADIDAS Kids Unisex Blue Chelsea Jersey
33580,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Wrangler Men Hiker Striped Blue T-shirt
38954,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Gini and Jony Boys Printed Green T-shirt
46385,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,ADIDAS Men Green Printed T-shirt
6170,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Lee Men's Guns Crownjewel Purple T-shirt
12055,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Spykar Men Black T-shirt
